問題ID,問題,答え,読み,復習フラグ
11573,生後6ヶ月から1年程度の乳児によく見られる発熱のことを、それがちょうど子供の知能が発達し始める時期にあたることから俗に何熱というでしょう？,知恵熱,ちえ,0
11574,西暦の年月日からその日が何曜日であるかを算出する公式を、考案者であるドイツの数学者の名をとって何の公式というでしょう？,ツェラーの公式,ツェラー,0
11575,青い民族衣装に青いターバンを身に付けていることから「青衣の民」とも呼ばれる、サハラ砂漠西部を活動範囲とするベルベル系の遊牧民は何でしょう？,トゥアレグ,トゥアレグ,0
11576,赤道上空の静止軌道の別名に名を残す、代表作に『宇宙のランデヴー』や『2001年宇宙の旅』などがあるイギリス出身のSF作家は誰でしょう？,アーサー・C・クラーク,クラーク,0
11577,摂氏0度前後の凍らない程度の温度で販売される食品のことを、「冷やされた」という意味の英語を使って何食品というでしょう？,チルド食品,チルド,0
11578,泉鏡花・竹久夢二・夏目漱石などの墓があることで有名な、東京都豊島区にある霊園は何霊園でしょう？,雑司ヶ谷霊園,ぞうしがや,0
11579,前漢の最後の皇太子・嬰より禅譲を受けたと称して国号を「新」に改めるも、わずか15年で反乱のため殺された、新の唯一の皇帝は誰でしょう？,王莽,おうもう,0
11580,前髪を上げて大きく膨らませ、ピンなどで留めた女性の髪型のことを、フランス国王ルイ15世の公妾の名前にちなんで何と呼ぶでしょう？,ポンパドール,ポンパドール,0
11581,太平洋戦争開戦直前の日米交渉にアメリカの国務長官として携わり、彼の名を冠した通称で呼ばれる覚書を日本側に提示したことでも知られ、戦後は国際連合発足に尽力し「国連の父」と称されたアメリカの政治家は誰でしょう？,コーデル・ハル,ハル,0
11582,太陽系の惑星のうち、漢字で表記した時に唯一名前に「星」という字が含まれない惑星は何でしょう？,地球,ちきゅう,0
11583,代表作に『最後の審判』『天地創造』といった絵画や、彫刻の『ダビデ像』などがある、ルネサンス期の芸術家は誰でしょう？,ミケランジェロ・ブオナローティ,ミケランジェロ,0
11584,代表作に洒落本『通言総籬』、読本『桜姫全伝曙草紙』などがある江戸時代の戯作者で、江戸城紅葉山の東に住んでいたことと自身の通称「京屋伝蔵」からその筆名を付けたとされる人物は誰でしょう？,山東京伝,さんとうきょうでん,0
11585,大相撲の本場所で力士が勝ち越すことを、それによって賃金が上がることから「何直し」というでしょう,給金直し,きゅうきん,0
11586,大日本体育協会副会長や神宮皇學館長を務め、長距離リレーを「駅伝」と命名したことで知られる人物は誰でしょう？,武田千代三郎,たけだちよさぶろう,0
11587,第1回夏季大会はパリ、第1回冬季大会はゼーフェルトで開催された、4年に1度行われる、聴覚障がい者のための国際的なスポーツ大会は何でしょう？,デフリンピック,デフリンピック,0
11588,第二次世界大戦の沖縄戦の全戦没者を国籍や軍人・民間人を区別することなく刻銘している、糸満市の平和祈念公園内に設置されている慰霊碑の名前は何でしょう？,平和の礎,へいわのいしじ,0
11589,第二次大戦後のアメリカ軍駐留によって日本に帰化したとされることから俗に「マッカーサーの置き土産」などともいわれた、1961年に荒木英斉によって日本で初めて花粉症が報告されたキク科の植物は何でしょう？,ブタクサ,ブタクサ,0
11590,沢田研二とピンクレディーの曲を混ぜこぜにするというテレビ番組のコントからそのタイトルがつけられた、1978年にリリースされたサザンオールスターズのデビュー曲は何でしょう？,『勝手にシンドバッド』,かってにシンドバッド,0
11591,炭素におけるダイヤモンド、黒鉛、フラーレンなどがこれにあたる、同じ元素の単体でも元素の結合の形や数により性質が異なるものを何というでしょう？,同素体,どうそたい,0
11592,地球や太陽などの重力を振り切り、太陽系の外に出るための速度を第何宇宙速度というでしょう？,第3宇宙速度,3,0
11593,茶碗蒸しの「おだまき蒸し」とは、特に何という食材が入ったものを指す呼び名でしょう？,うどん,うどん,0
11594,著書に『普勧坐禅儀』『正法眼蔵』などがある、日本における曹洞宗の開祖である鎌倉時代の禅僧は誰でしょう？,道元,どうげん,0
11595,直木賞史上初の平成生まれの受賞者で、男性では最年少の記録をもつ、第148回直木賞を『何者』で受賞した作家は誰でしょう？,朝井リョウ,あさいリョウ,0
11596,弟とともに「ふたご座」になったとされる、ギリシャ神話に登場するポルックスの双子の兄は誰でしょう？,カストル,カストル,0
11597,弟に漫画原作者の七三太朗や同じく漫画家のあきおがいる、代表作に『あした天気になあれ』や『あしたのジョー』がある漫画家は誰でしょう？,ちばてつや,ちばてつや,0
11598,敵対的買収をかけてきた企業に対し、逆に買収をかけ返すという対応策のことを、あるコンピュータゲームの名をとって何というでしょう？,パックマン・ディフェンス,パックマンディフェンス,0
11599,鉄道事業法による許可を受けた鉄道として路線距離が日本で最も短い、山門駅と多宝塔駅を結ぶ京都市左京区にある鉄道は何でしょう？,鞍馬山鋼索鉄道,くらまやまこうさくてつどう,0
11600,天気予報で耳にする「平年並み」の「平年」とは、過去何年間の平均値のことでしょう？,30年間,30,0
11601,伝統的なものはアルマジロの甲羅を共鳴胴に使用する、アンデス地方の民族音楽・フォルクローレに使われる弦楽器は何でしょう？,チャランゴ,チャランゴ,0
11602,島根県の都市で、出雲大社があるのは出雲市ですが、熊野大社があるのは何市でしょう？,松江市,まつえ,0
11603,藤村富美男が着けた10番、村山実が着けた11番、吉田義男が着けた23番の3つの背番号を永久欠番に指定している、日本のプロ野球チームはどこでしょう？,阪神タイガース,はんしんタイガース,0
11604,動画などの解像度で「1080p」などという時の「p」とは、何という言葉の略でしょう？,プログレッシブ,プログレッシブ,0
11605,動植物にとって有害な太陽からの紫外線をさえぎる働きをする、地球の成層圏の中のある気体の濃度が高くなっている部分のことを何というでしょう？,オゾン層,オゾンそう,0
11606,徳永直の『太陽のない街』や小林多喜二の『蟹工船』に代表される、1920年代から1930年代前半にかけて流行した社会主義や共産主義と結びついた文学を「何文学」というでしょう？,プロレタリア文学,プロレタリア,0
11607,日本が現在製造・発行している4種類の紙幣の縦の長さはすべて何mmでしょう？,76mm,76,0
11608,日本で「道化師」を指す「ピエロ」は、何語に由来する言葉でしょう？,フランス語,フランス,0
11609,日本では1974年に熱海駅に設置されたものが最初である、鉄道駅のホームに設置される可動式の開口部を持った仕切りを和製英語で何というでしょう？,ホームドア,ホームドア,0
11610,日本では法政大学の五十嵐敬喜によって提唱された、建築物の日当たりなどを確保する権利を何というでしょう？,日照権,にっしょうけん,0
11611,日本の競馬では「1ハロン」は何mと定義しているでしょう？,200m,200,0
11612,日本の公職選挙法で、都道府県議会議員や衆議院議員の立候補に必要な年齢要件は満何歳以上と定められているでしょう？,満25歳以上,25,0
11613,日本の国立大学で経営学部を設置している2つの大学とは、神戸大学と何大学でしょう？,横浜国立大学,よこはまこくりつ,0
11614,日本の地下鉄駅の中では最も標高が高いホームを持つ、2015年に開業した仙台市地下鉄の駅は何駅でしょう？,八木山動物公園駅,やぎやまどうぶつこうえん,0
11615,日本の中央省庁のうち、ボートレースを監督しているのは何省でしょう？,国土交通省,こくどこうつう,0
11616,日本の都道府県で、面積が1番小さいのは香川県ですが、2番目に小さいのはどこでしょう？,大阪府,おおさか,0
11617,日本語では「拍」とも訳され、七五調や五七調といった定型詩を数える時などに使われている、音韻論において、ある一定時間を持った音の文節単位のことを表す言葉を、ラテン語の韻律用語から何というでしょう？,モーラ,モーラ,0
11618,日本語では「噴霧器」や「吸入器」などと呼ばれ、主に耳鼻咽喉科の治療で使われる、液体の薬剤を霧状にして吸入させる装置を英語で何というでしょう？,ネブライザー,ネブライザー,0
11619,日本式天気記号で、「雪」の下半分を黒く塗りつぶすと何を表す天気記号になるでしょう？,みぞれ,みぞれ,0
11620,日本社会党の浅沼稲次郎委員長が刺殺される瞬間を撮影し、1961年に日本人として初めてピュリッツァー賞を受賞した写真家は誰でしょう？,長尾靖,ながおやすし,0
11621,日本代表の愛称を「雷神ジャパン」という、次回の東京オリンピックで追加種目として実施される競技は何でしょう？,空手,からて,0
11622,日本文化を「恥の文化」、欧米文化を「罪の文化」と位置付けた、アメリカの文化人類学者ルース・ベネディクトが1946年に発表した著作は何でしょう？,『菊と刀』,きくとかたな,0
11623,日本本土では伊豆半島だけがこのプレート上に位置し、東の縁には世界最深のマリアナ海溝が形成されている、日本南方から赤道付近にかけて存在する海洋プレートを何プレートというでしょう？,フィリピン海プレート,フィリピンかい,0
11624,乳房の乳腺を支えそているヒトの乳腺提靱帯のことを、イギリスの外科医の名前をとって「何靱帯」というでしょう？,クーパー靭帯,クーパー,0
11625,忍者の里として知られる市で、伊賀市は三重県にありますが、甲賀市はどの都道府県にあるでしょう？,滋賀県,しが,0
11626,熱の流れは高温部から低温部に向かって不可逆に起きるという法則を、熱力学第何法則というでしょう？,熱力学第二法則,2,0
11627,能楽における「三役」とは、ワキ方、狂言方と何でしょう？,囃子方,はやしかた,0
11628,俳優メル・ギブソンの出世作であり、2015年には27年ぶりの最新作『怒りのデス・ロード』が公開された人気アクション映画シリーズは何でしょう？,『マッドマックス』,マッドマックス,0
11629,夫に写真家の篠山紀信を持つ、1971年に『17才』で歌手デビューし、「シンシア」の愛称で人気を博した元アイドルは誰でしょう？,南沙織,みなみさおり,0
11630,福島県を大きく3地方に分けると、浜通り、中通りと、あと1つは何でしょう？,会津,あいづ,0
11631,平仮名や片仮名を「仮名」というのに対し、漢字を何というでしょう？,真名,まな,0
11632,別名で「有平棒」とも呼ばれ、英語圏では「バーバーズ・ポール」と呼ばれる、赤・白・青の3色の縞模様が回転する理髪店用の円柱形の看板を和製英語で何というでしょう？,サインポール,サインポール,0
11633,別名を「ヴァン・ブラン・カシス」ともいい、白ワインにカシスリキュールを加えて作られるカクテルの一種を、考案者とされるフランス・ディジョン市の市長の名前から何というでしょう？,キール,キール,0
11634,別名を「ぼろ」「薦僧」などともいう、深い編笠をかぶり、尺八を吹きながら諸国をまわって托鉢をする普化宗の僧のことを一般に何と呼ぶでしょう？,虚無僧,こむそう,0
11635,別名をレインツリー、アメリカネムノキともいい、また「この木なんの木気になる木」の歌詞で知られるテレビCMにちなんで俗に「日立の樹」ともいわれるマメ科の樹木は何でしょう？,モンキーポッド,モンキーポッド,0
11636,片足を斜め後ろに引き、もう片方の足の膝を軽く曲げて両手でスカートの裾を持ち上げる、ヨーロッパの女性が行う伝統的な挨拶を何というでしょう？,カーテシー,カーテシー,0
11637,放送局「NHK」の日本語の正式名称は何でしょう？,日本放送協会,にっぽんほうそうきょうかい,0
11638,北九州市は福岡県にある自治体ですが、南九州市はどこの都道府県にある自治体でしょう？,鹿児島県,かごしま,0
11639,本名をアルトゥール・アントゥネス・コインブラという、かつてJリーグで活躍し、2006年のドイツワールドカップでは日本代表監督も務めたブラジルのサッカー指導者は誰でしょう？,ジーコ,ジーコ,0
11640,本来は直列2頭立ての馬車のことで、転じて2人乗り用の自転車や、オートバイの2人乗りのことなどを指す英語は何でしょう？,タンデム,タンデム,0
11641,漫画『キャプテン翼』の主人公・大空翼のモデルの1人とされる、1984年にブラジルに帰化してサンパウロFCと契約し、日本出身者として初めてブラジルでプロ契約を結んだサッカー選手となった人物は誰でしょう？,水島武蔵,みずしまむさし,0
11642,漫画『ドラえもん』では2008年に発明されたという設定で、のび太の勉強机の引き出しがその搭乗口になっている、時空を移動することができるひみつ道具は何でしょう？,タイムマシン,タイムマシン,0
11643,娘・エマのために作曲された、『グラドゥス・アド・パルナッスム博士』から『ゴリウォーグのケークウォーク』までの全6曲からなる、ドビュッシーのピアノ曲集は何でしょう？,『子供の領分』,こどものりょうぶん,0
11644,名前に「警察本部」と付く日本の公的機関とは、各道府県の警察本部とあと1つは何警察本部でしょう？,皇宮警察本部,こうぐう,0
11645,薬用酒の材料や杏仁豆腐のトッピングなどとして使われる赤い果実をつける、別名を「ゴジベリー」「ウルフベリー」などというナス科の植物を一般に何というでしょう？,クコ,クコ,0
11646,陸上の4つの投てき競技のうち、2000年のシドニー大会で初実施されるまで女子のオリンピック種目ではなかったのはどの競技でしょう？,ハンマー投げ,ハンマーなげ,0
11647,略称を「FSM」という、インテリジェント・デザイン説を公教育に持ち込むことを批判するために創始された、ボビー・ヘンダーソンを預言者とするパロディ宗教を日本語で何教というでしょう？,空飛ぶスパゲッティ・モンスター教,そらとぶスパゲッティモンスター,0
11648,料理の「紅白なます」で、「白」はだいこんのことですが、「紅」は普通何という野菜のことでしょう？,にんじん,にんじん,0
11649,歴代アメリカ大統領のワシントン、ジェファーソン、セオドア・ルーズベルト、リンカーンの4人の胸像が彫られている、アメリカ・サウスダコタ州にある山の名前は何でしょう？,ラシュモア山,ラシュモア,0
11650,恋人レノアを失った主人公が、人語を話すある動物とやり取りするうちに徐々に狂気に陥っていくという内容である、アメリカの作家エドガー・アラン・ポーが1845年に発表した詩の邦題は何でしょう？,『大鴉』,おおがらす,0
11651,和名を「シマツナソ」といい、エジプトの王がこれのスープを飲んで病気を治したという伝説があることから俗に「王様の野菜」と呼ばれることもある、葉を刻むと粘り気が出ることが特徴的なアオイ科の植物を一般に何と呼ぶでしょう？,モロヘイヤ,モロヘイヤ,0
11652,隕石の中でも最も古い年代のものと考えられている、無重力下で形成された球状の組織が多数残っている隕石のことを、総称して何というでしょう？,コンドライト,コンドライト,0
11653,1937年から1945年まで日本最北の市として樺太に存在していた、現在はロシア・サハリン州の州都ユジノサハリンスクとなっている都市はどこでしょう？,豊原市,とよはら,0
11654,1964年の東京オリンピックでは日本選手団の団長を務めた、1932年のロサンゼルスオリンピックの男子三段跳びで銅メダルを獲得した元陸上選手は誰でしょう？,大島鎌吉,おおしまけんきち,0
11655,1985年にアメリカの建築家ロナルド・メイスによって提唱された、障がいの有無にかかわらず、老若男女誰もが利用可能なように設計する、というデザイン思想のことを、英語で何デザインというでしょう？,ユニバーサルデザイン,ユニバーサル,0
11656,ブルーマウンテン、キリマンジャロと並んで「世界三大コーヒー」とも称される、強い酸味が特徴的なハワイ島で栽培されるコーヒーのことを、ハワイ島西岸の都市の名から何コーヒーというでしょう？,コナコーヒー,コナ,0
11657,作中に登場する予審判事ポルフィーリーは刑事コロンボのモデルになったとされる、独自の信念に基づいて金貸しの老婆を殺害した大学生ラスコーリニコフの姿を描いたドストエフスキーの長編小説は何でしょう？,『罪と罰』,つみとばつ,0
11658,日本で、愛鳥週間、八十八夜、母の日、憲法記念日といえばいずれも何月にあるでしょう？,5月,5,0
11659,物事が噛み合わず上手くいかないことを、上下のくちばしが食い違っている鳥の名を用いて「何の嘴」というでしょう？,いすかの嘴,いすか,0
11660,別名を「ストラドル」ともいい、1930年代にアメリカのアルブリットンによって始められたとされる、走り高跳びにおいてバーの上で腹ばいになるように回転する跳び方のことを英語で何というでしょう？,ベリーロール,ベリーロール,0
11661,「牛追い祭り」という別名で知られる、スペイン・パンプローナで毎年7月に開催される祭りは何でしょう？,サン・フェルミン祭,サンフェルミン,0
11662,「人タルモノ五倫ノ道ヲ正シクスヘキ事」という文から始まる、「五箇条の御誓文」が公布された翌日に民衆に対して示された5枚の高札を何というでしょう？,五榜の掲示,ごぼうのけいじ,0
11663,「抜け雀」「忘れ傘」「鴬張りの廊下」などの七不思議で知られる、京都市東山区にある浄土宗の総本山にあたる寺院は何でしょう？,知恩院,ちおんいん,0
11664,『ムーミン』に登場するスナフキンの父親で、『妖怪番長』や『ハチワンダイバー』で知られる漫画家のペンネームの由来となっているキャラクターは誰でしょう？,ヨクサル,ヨクサル,0
11665,1964年の映画『三大怪獣 地球最大の決戦』で初登場し、ゴジラの宿敵として何度もシリーズに登場した、3本の首、2本の長い尾、1対の翼を持つ怪獣は何でしょう？,キングギドラ,キングギドラ,0
11666,1989年の参議院議員選挙で、土井たか子率いる日本社会党が躍進した現象のことを、その当選者に女性が多かったことから俗に「何旋風」というでしょう？,マドンナ旋風,マドンナ,0
11667,2018年末のTPP発効に伴う法改正で、日本国内での著作権は著作者が亡くなって原則何年後に消滅する規定となったでしょう？,70年後,70,0
11668,J・K・ローリングの小説『ハリー・ポッター』シリーズに登場する、ほうきに乗って空を飛びながら行う球技は何でしょう？,クィディッチ,クィディッチ,0
11669,アイスランドとスウェーデンで現在共通して使われている通貨単位の名前は何でしょう？,クローナ,クローナ,0
11670,アイヌ語で「岬のかたわら」を意味する言葉に由来する、「本土最東端」と書かれた碑が立っている根室半島の岬は何でしょう？,納沙布岬,のさっぷ,0
11671,アンセルムスやトマス・アクィナスなどがその代表的な学者である、中世ヨーロッパにおいて教会付属の学校などで論じられた哲学体系を、ラテン語で「学校」を意味する言葉から何哲学というでしょう？,スコラ哲学,スコラ,0
11672,ウチワの生産量が日本一とされ、江戸時代以前の天守が現存している12城の1つがある、香川県の市はどこでしょう？,丸亀市,まるがめ,0
11673,ソウル、プサンに次いで韓国で3番目に人口が多い、韓国を代表する国際空港があることでも知られる都市はどこでしょう？,仁川,インチョン,0
11674,ワインなど熟成を要する酒類において、熟成中に水分・アルコール分が蒸発し最終的な製造量が減ることを「何の取り分」というでしょう？,天使の取り分,てんし,0
11675,英語では「ペリスコープ」という、潜水艦が海上を偵察する際に、水面からその先端を突き出して使う反射望遠鏡の一種を日本語で何というでしょう？,潜望鏡,せんぼうきょう,0
11676,起床して間もない時間帯にくしゃみや鼻水などの症状が通常よりも出やすくなることを、「朝」を意味する英単語を使った和製英語で何というでしょう？,モーニングアタック,モーニングアタック,0
11677,金融商品取引法第158条で禁止されている、有価証券の価格を変動させる目的で、虚偽の情報を流す行為を一般に何というでしょう？,風説の流布,ふうせつのるふ,0
11678,現在、日本で使われる常用漢字は全部でいくつあるでしょう？,2136字,2136,0
11679,国際オリーブ協会によって定められたオリーブオイルのグレードのうち、無精製のものの中で最も品質の高い、酸度0.8%以下のオリーブオイルのことを、英語で何オリーブオイルというでしょう？,エクストラバージンオリーブオイル,エクストラバージン,0
11680,西暦の紀元後を表す「A.D.」とは、何というラテン語の略でしょう？,アンノドミニ,アンノドミニ,0
11681,専用のスプーンの上でブランデーを染み込ませた角砂糖に火を点け、溶けてから混ぜ入れて飲むコーヒーの飲み方を何というでしょう？,カフェ・ロワイヤル,カフェロワイヤル,0
11682,第48回アカデミー賞で外国語映画賞を受賞した作品である、ロシア人探検家アルセーニエフの探検記録を原作として1975年に日本・ソ連合作で制作された、黒澤明監督の映画は何でしょう？,『デルス・ウザーラ』,デルスウザーラ,0
11683,日本が初優勝した2011年のサッカー・FIFA女子ワールドカップの開催国はどこだったでしょう？,ドイツ,ドイツ,0
11684,日本の新幹線で、「つるぎ」「はくたか」「かがやき」という愛称の列車が運行されている路線といえば何新幹線でしょう？,北陸新幹線,ほくりく,0
11685,日本語では「棘座」という、サボテンの棘が生える部分にあり、多くが白い綿毛で覆われている器官をラテン語由来の言葉で何というでしょう？,アレオーレ,アレオーレ,0
11686,半導体メーカーの工場がたくさん集まっている九州地方のことを、アメリカの「シリコンパレー」になぞらえて何というでしょう？,シリコンアイランド,シリコンアイランド,0
11687,明治時代の北海道に約4年だけ存在した3つの県とは、札幌県、函館県と何県でしょう？,根室県,ねむろ,0
11688,李白の『採蓮曲』という詩の中で初めて使われたとされる四字熟語で、人や物があちこちに散在したり、少数の人でそれぞれ固まって行動したりするさまを、2つの漢数字を2回ずつ使って何というでしょう？,三三五五,さんさんごご,0
11689,「我包帯す、神癒し賜う」という名言を残したとされ、焼灼による止血が中心だった16世紀に結紮による止血を提唱して近代的な外科学の基礎を作った、フランスの外科医は誰でしょう？,アンブロワーズ・パレ,パレ,0
11690,『フェンチャーチ街駅の謎』で初登場し、女性新聞記者のポリー・バートンに、迷宮入りとなった事件の推理を聞かせる形式で解決していく、バロネス・オルツィが生み出した安楽椅子探偵は誰でしょう？,隅の老人,すみのろうじん,0
11691,1998年の長野オリンピックから正式種目となった、目標とする円を目がけて2チームが交互に石を滑らせてプレイする、「氷上のチェス」と呼ばれるウィンタースポーツは何でしょう？,カーリング,カーリング,0
11692,アメリカによるアラスカ購入、万国博覧会への日本の初参加、日本の大政奉還といえば、いずれも西暦何年の出来事でしょう？,1867年,1867,0
11693,ロールパンを使用してダンスをするシーンや靴を茹でて食べるシーンが有名な、1925年に制作されたチャーリー・チャップリンの映画は何でしょう？,『黄金狂時代』,おうごんきょうじだい,0
11694,国際天文学連合により定められた星座の数は全部でいくつでしょう？,88,88,0
11695,日の出・日の入り前後と1日に2つある、魚の釣れる確率が非常に高い時間帯のことを何というでしょう？,マズメ,マズメ,0
11696,野球で先発投手が勝ち投手となるためには、原則として何イニング以上投球する必要があるでしょう？,5イニング,5,0
11697,「カスティーヨ」と呼ばれるククルカンの神殿を含む、メキシコのユカタン半島にあるマヤ文明の遺跡で、ユネスコの世界文化遺産に登録されている古代都市は何でしょう？,チチェン・イッツァ,チチェンイッツァ,0
11698,「カントリー・ガールズ」「Buono!」「Berryz工房」に属し、「ももち」の愛称で知られた元アイドルは誰でしょう？,嗣永桃子,つぐながももこ,0
11699,「キャンフィールド」「クロンダイク」「フリーセル」といった種類がある、トランプを使った一人遊びを総称して英語で何というでしょう？,ソリティア,ソリティア,0
11700,「コメディ界のビートルズ」とも評されるイギリスのコメディグループで、冠番組内の代表的なコントに「スパム」「スペイン宗教裁判」「死んだオウム」などがあるのは何でしょう？,モンティ・パイソン,モンティパイソン,0
11701,「なぎなた」にあって、「剣道」にはない有効打突部位はどこでしょう？,脛,すね,0
11702,「完全数」のうち、6、28に次いで3番目に小さい数字は何でしょう？,496,496,0
11703,「中国独楽」「空中独楽」「輪鼓」などとも呼ばれる、お椀を2個つなげたような形のコマを2本のハンドスティックに通した糸でまわすことにより操るジャグリングの道具は何でしょう？,ディアボロ,ディアボロ,0
11704,1580年に「御館の乱」を制したことで名実ともに謙信の後継の上杉家当主となり、のちに豊臣家の五大老の1人にもなった戦国大名は誰でしょう？,上杉景勝,うえすぎかげかつ,0
11705,1776年のアメリカ合衆国の独立宣言当時の州の数は、全部で何州だったでしょう？,13州,13,0
11706,1801年にジュゼッペ・ピアッツィによって発見された、小惑星番号1番を持ち、現在は準惑星に分類されている天体は何でしょう？,ケレス,ケレス,0
11707,1859年にフランス・サルデーニャ王国連合軍がオーストリア帝国軍に勝利した戦いで、のちにアンリ・デュナンの赤十字運動のきっかけとなったのは「何の戦い」でしょう？,ソルフェリーノの戦い,ソルフェリーノ,0
11708,1863年より新選組局長を務めたことで知られる、天然理心流の使い手であった幕末の武士は誰でしょう？,近藤勇,こんどういさみ,0
11709,1897年に赤痢菌を発見し、その学名である「Shigella」に名を残している日本の医学者は誰でしょう？,志賀潔,しがきよし,0
11710,18世紀のフランスで極端な節約を唱え、絵の具を使うより安く済ませられる切り絵の肖像画を好んだ財務大臣の名に由来するとされる、輪郭の中を黒一色で塗り潰した絵画や影絵などを指す言葉は何でしょう？,シルエット,シルエット,0
11711,1901年にアメリカの数学者チャールズ・ブートンによって名付けられた、2人のプレイヤーがいくつかのコインの山から順々にコインを取っていき最後の1個を取ったほうを勝ちとする、古典的な数学ゲームは何でしょう？,ニム,ニム,0
11712,1924年にイギリス首相に就任し、イギリス史上初となる労働党出身の首相となった政治家は誰でしょう？,ラムゼイ・マクドナルド,マクドナルド,0
11713,1925年にドイツの化学者ノダックとタッケにより発見された、原子番号75、元素記号Reの元素は何でしょう？,レニウム,レニウム,0
11714,1926年の皇室儀制令の制定により式次第が定められて現在の名称となった、毎年1月に宮中で行われている、天皇皇后両陛下の前で皇族の詠んだ和歌や詠進歌を披露する行事を何というでしょう？,歌会始,うたかいはじめ,0
11715,1928年のアムステルダムオリンピック女子800m走で、人見絹枝を制して優勝したドイツの陸上選手は誰でしょう？,リナ・ラトケ,ラトケ,0
11716,1930年にサッカーの第1回FIFAワールドカップが開催された国はどこでしょう？,ウルグアイ,ウルグアイ,0
11717,1930年代後半に日本が受けた「ABCD包囲網」で、「A」はアメリカ、「B」はイギリス、「C」は中国のことですが、「D」はどこの国を指しているでしょう？,オランダ,オランダ,0
11718,1933年に政治家ヘルマン・ゲーリングらによりプロイセン州警察の一部門として設立された、正式名称を「ゲハイメ・シュターツポリツァイ」という、ナチス・ドイツの秘密警察を通称で何というでしょう？,ゲシュタポ,ゲシュタポ,0
11719,1949年の全米水泳選手権にて自由形の3種目で世界新記録を更新し「フジヤマのトビウオ」と称された日本の水泳選手は誰でしょう？,古橋廣之進,ふるはしひろのしん,0
11720,1950年に始まった朝鮮戦争への在日米軍出兵に伴い、日本の防衛力が低下することを憂慮したGHQがその発足を指示した、現在の自衛隊の起源となった組織は何でしょう？,警察予備隊,けいさつよびたい,0
11721,1957年のソビエト連邦によるスプートニク1号の打ち上げに対抗する形で開発された、アメリカ初の人工衛星は何でしょう？,エクスプローラー1号,エクスプローラー1,0
11722,1964年にタンガニーカとザンジバルの2ヶ国が連合し成立した、法律上の首都をドドマに、実質的な首都機能をダルエスサラームに置く、アフリカ東部の国はどこでしょう？,タンザニア,タンザニア,0
11723,1968年のメキシコシティオリンピック男子100m決勝で9秒95を記録し、オリンピックで初めて10秒の壁を破ったアメリカの陸上選手は誰でしょう？,ジム・ハインズ,ハインズ,0
11724,1971年から1997年まで使われていた、コンゴ民主共和国のかつての国名は何でしょう？,ザイール共和国,ザイール,0
11725,1976年から始まった、アメリカと韓国の「米韓合同軍事演習」を英語の通称で何というでしょう？,チームスピリット,チームスピリット,0
11726,1979年のイラン革命で中心に立ち、イラン・イスラム共和国初代最高指導者となった政治家は誰でしょう？,ルーホッラ・ホメイニ,ホメイニ,0
11727,1997年の第54回ヴェネツィア国際映画祭で最高賞にあたる金獅子賞を獲得した、余命わずかの妻との逃避行に出る孤独な刑事の姿を描く、北野武監督・ビートたけし主演の映画は何でしょう？,『HANA-BI』,ハナビ,0
11728,2005年の結核予防法改正まではBCGワクチンの接種前に原則必ず行われていた、結核菌に対するアレルギー反応を利用して結核菌感染を判定する検査法を「何反応検査」というでしょう？,ツベルクリン反応検査,ツベルクリン,0
11729,2009年に女性で初めてイギリス王家より桂冠詩人に任命された詩人は誰でしょう？,キャロル・アン・ダフィー,ダフィー,0
11730,2014年にアップル社から発表され、「Objective-C」に代わってiOSやmacOS向けアプリなどの開発における主流となった、英語で「俊敏な」または「アマツバメ」といった意味を持つプログラミング言語の名前は何でしょう？,Swift,スウィフト,0
11731,2017年には1日平均乗降者数が約353万人であった、「世界一乗降車数の多い鉄道駅」としてギネス世界記録に認定されている日本の駅は何駅でしょう？,新宿駅,しんじゅく,0
11732,2ウェイ以上のスピーカーユニットにおいて高音域を受け持つユニットのことを、ある動物の鳴き声を表す英語で何というでしょう？,ツイーター,ツイーター,0
11733,NTTの3桁電話番号サービスで、「児童相談所全国共通ダイヤル」にかける場合の番号は何番でしょう？,189,189,0
11734,P・D・ジェイムズの小説『女には向かない職業』で、女には向かないとされている職業は何でしょう？,探偵,たんてい,0
11735,SI単位の接頭語の中では最も大きな値である10の24乗を表す、記号Yで表記される接頭語は何でしょう？,ヨタ,ヨタ,0
11736,アーチェリーの標的の得点帯のうち、最も高い点数が入る中心部分の色は何色でしょう？,黄色,き,0
11737,アジアの国・中国の標準時間帯はいくつあるでしょう？,1つ,1,0
11738,アフリカ連合の本部が置かれている都市で、その名はアムハラ語で「新しい花」という意味がある、エチオピアの首都はどこでしょう？,アディスアベバ,アディスアベバ,0
11739,アメリカのケネディ大統領暗殺事件の真相究明を目的に作られた調査委員会を、その委員長で当時アメリカ最高裁判所長官だった人物の名をとって通称何委員会というでしょう？,ウォーレン委員会,ウォーレン,0
11740,アルファベット2文字の略語で、紫外線は「UV」といいますが、赤外線は何というでしょう？,IR,IR,0
11741,ヴァイン通りとハリウッド大通りに沿った約5kmに、芸能業界で活躍した人物やキャラクターの名を記した星型のプレートが2000枚以上埋め込まれている、アメリカ・ハリウッドの名所である歩道を英語で「ハリウッド・何」というでしょう？,ハリウッド・ウォーク・オブ・フェーム,ウォークオブフェーム,0
